"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
458,,103.000000,103.000000,0,103,0,0,yes,1.000000
457,,699.000000,702.000000,0,702,0,0,yes,1.000000
456,,192.000000,202.000000,0,202,0,0,yes,1.000000
455,,2068.000000,3384.000000,0,3384,0,0,yes,1.000000
454,,318.000000,339.000000,0,339,0,0,yes,1.000000
453,,1823.000000,3054.000000,0,3054,0,0,yes,1.000000
452,,885.000000,951.000000,0,951,0,0,yes,1.000000
451,,4033.000000,6046.000000,0,6046,0,0,yes,1.000000
450,,4720.000000,6573.000000,0,6573,0,0,yes,1.000000
449,,11.000000,13.000000,0,13,0,0,yes,1.000000
448,,415.000000,420.000000,0,420,0,0,yes,1.000000
447,,29.000000,32.000000,0,32,0,0,yes,1.000000
446,,10.000000,11.000000,0,11,0,0,yes,1.000000
445,,6.000000,6.000000,0,6,0,0,yes,1.000000
444,,703.000000,709.000000,0,709,0,0,yes,1.000000
443,,68.000000,68.000000,0,68,0,0,yes,1.000000
442,,10.000000,10.000000,0,10,0,0,yes,1.000000
441,,64.000000,83.000000,0,83,0,0,yes,1.000000
440,,70.000000,71.000000,0,71,0,0,yes,1.000000
439,,4977.000000,7418.000000,0,7418,0,0,yes,1.000000
438,,178.000000,181.000000,0,181,0,0,yes,1.000000
437,,1679.000000,2874.000000,0,2874,0,0,yes,1.000000
436,,1065.000000,1392.000000,0,1392,0,0,yes,1.000000
435,,4073.000000,5448.000000,0,5448,0,0,yes,1.000000
434,,82.000000,93.000000,0,93,0,0,yes,1.000000
433,,569.000000,569.000000,0,569,0,0,yes,1.000000
432,,44.000000,44.000000,0,44,0,0,yes,1.000000
431,,1441.000000,1443.000000,0,1443,0,0,yes,1.000000
430,,167.000000,168.000000,0,168,0,0,yes,1.000000
429,,1110.000000,1141.000000,0,1141,0,0,yes,1.000000
428,,117.000000,122.000000,0,122,0,0,yes,1.000000
427,,1177.000000,1182.000000,0,1182,0,0,yes,1.000000
426,,956.000000,1009.000000,0,1009,0,0,yes,1.000000
425,,558.000000,583.000000,0,583,0,0,yes,1.000000
424,,492.000000,505.000000,0,505,0,0,yes,1.000000
423,,2779.000000,4232.000000,0,4232,0,0,yes,1.000000
422,,2770.000000,4160.000000,0,4160,0,0,yes,1.000000
421,,5671.000000,7796.000000,0,7796,0,0,yes,1.000000
420,,10.000000,10.000000,0,10,0,0,yes,1.000000
419,,5383.000000,7042.000000,0,7042,0,0,yes,1.000000
418,,2991.000000,3653.000000,0,3653,0,0,yes,1.000000
417,,4792.000000,6782.000000,0,6782,0,0,yes,1.000000
416,,713.000000,980.000000,0,980,0,0,yes,1.000000
415,,607.000000,610.000000,0,610,0,0,yes,1.000000
414,,944.000000,1024.000000,0,1024,0,0,yes,1.000000
413,,5773.000000,5853.000000,0,5853,0,0,yes,1.000000
412,,315.000000,606.000000,0,606,0,0,yes,1.000000
411,,468.000000,468.000000,0,468,0,0,yes,1.000000
410,,120.000000,120.000000,0,120,0,0,yes,1.000000
409,,838.000000,844.000000,0,844,0,0,yes,1.000000
408,,2626.000000,2627.000000,0,2627,0,0,yes,1.000000
407,,39.000000,45.000000,0,45,0,0,yes,1.000000
406,,1849.000000,2204.000000,0,2204,0,0,yes,1.000000
405,,10.000000,10.000000,0,10,0,0,yes,1.000000
404,,874.000000,875.000000,0,875,0,0,yes,1.000000
403,,1864.000000,2428.000000,0,2428,0,0,yes,1.000000
402,,592.000000,600.000000,0,600,0,0,yes,1.000000
401,,368.000000,440.000000,0,440,0,0,yes,1.000000
400,,330.000000,374.000000,0,374,0,0,yes,1.000000
399,,54.000000,54.000000,0,54,0,0,yes,1.000000
398,,43.000000,44.000000,0,44,0,0,yes,1.000000
397,,224.000000,232.000000,0,232,0,0,yes,1.000000
396,,103.000000,168.000000,0,168,0,0,yes,1.000000
395,,87.000000,123.000000,0,123,0,0,yes,1.000000
394,,11.000000,11.000000,0,11,0,0,yes,1.000000
393,,5310.000000,7510.000000,0,7510,0,0,yes,1.000000
392,,272.000000,366.000000,0,366,0,0,yes,1.000000
391,,1662.000000,2854.000000,0,2854,0,0,yes,1.000000
390,,4610.000000,7069.000000,0,7069,0,0,yes,1.000000
389,,4361.000000,6550.000000,0,6550,0,0,yes,1.000000
388,,1547.000000,2350.000000,0,2350,0,0,yes,1.000000
387,,546.000000,548.000000,0,548,0,0,yes,1.000000
386,,37.000000,40.000000,0,40,0,0,yes,1.000000
385,,635.000000,640.000000,0,640,0,0,yes,1.000000
384,,1575.000000,1578.000000,0,1578,0,0,yes,1.000000
383,,98.000000,122.000000,0,122,0,0,yes,1.000000
382,,99.000000,104.000000,0,104,0,0,yes,1.000000
381,,703.000000,705.000000,0,705,0,0,yes,1.000000
380,,230.000000,240.000000,0,240,0,0,yes,1.000000
379,,3431.000000,4885.000000,0,4885,0,0,yes,1.000000
378,,1652.000000,2515.000000,0,2515,0,0,yes,1.000000
377,,345.000000,357.000000,0,357,0,0,yes,1.000000
376,,2070.000000,2372.000000,0,2372,0,0,yes,1.000000
375,,3147.000000,4024.000000,0,4024,0,0,yes,1.000000
374,,1984.000000,2551.000000,0,2551,0,0,yes,1.000000
373,,1954.000000,2362.000000,0,2362,0,0,yes,1.000000
372,,937.000000,1178.000000,0,1178,0,0,yes,1.000000
371,,1713.000000,1713.000000,0,1713,0,0,yes,1.000000
370,,723.000000,944.000000,0,944,0,0,yes,1.000000
369,,73.000000,93.000000,0,93,0,0,yes,1.000000
368,,1036.000000,1036.000000,0,1036,0,0,yes,1.000000
367,,624.000000,632.000000,0,632,0,0,yes,1.000000
366,,279.000000,289.000000,0,289,0,0,yes,1.000000
365,,1423.000000,1888.000000,0,1888,0,0,yes,1.000000
364,,5634.000000,7791.000000,0,7791,0,0,yes,1.000000
363,,4680.000000,7141.000000,0,7141,0,0,yes,1.000000
362,,10.000000,10.000000,0,10,0,0,yes,1.000000
361,,32.000000,37.000000,0,37,0,0,yes,1.000000
360,,951.000000,952.000000,0,952,0,0,yes,1.000000
359,,93.000000,98.000000,0,98,0,0,yes,1.000000
358,,124.000000,125.000000,0,125,0,0,yes,1.000000
357,,512.000000,570.000000,0,570,0,0,yes,1.000000
356,,212.000000,213.000000,0,213,0,0,yes,1.000000
355,,74.000000,81.000000,0,81,0,0,yes,1.000000
354,,88.000000,132.000000,0,132,0,0,yes,1.000000
353,,121.000000,134.000000,0,134,0,0,yes,1.000000
352,,15.000000,23.000000,0,23,0,0,yes,1.000000
351,,1012.000000,1012.000000,0,1012,0,0,yes,1.000000
350,,2767.000000,3818.000000,0,3818,0,0,yes,1.000000
349,,885.000000,1159.000000,0,1159,0,0,yes,1.000000
