"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
458,,103.000000,117.000000,0,117,0,0,yes,1.000000
457,,699.000000,700.000000,0,700,0,0,yes,1.000000
456,,192.000000,192.000000,0,192,0,0,yes,1.000000
455,,2068.000000,3391.000000,0,3391,0,0,yes,1.000000
454,,318.000000,343.000000,0,343,0,0,yes,1.000000
453,,1823.000000,3027.000000,0,3027,0,0,yes,1.000000
452,,885.000000,959.000000,0,959,0,0,yes,1.000000
451,,4033.000000,6061.000000,0,6061,0,0,yes,1.000000
450,,4720.000000,6537.000000,0,6537,0,0,yes,1.000000
449,,11.000000,13.000000,0,13,0,0,yes,1.000000
448,,415.000000,422.000000,0,422,0,0,yes,1.000000
447,,29.000000,35.000000,0,35,0,0,yes,1.000000
446,,10.000000,10.000000,0,10,0,0,yes,1.000000
445,,6.000000,6.000000,0,6,0,0,yes,1.000000
444,,703.000000,706.000000,0,706,0,0,yes,1.000000
443,,68.000000,74.000000,0,74,0,0,yes,1.000000
442,,10.000000,10.000000,0,10,0,0,yes,1.000000
441,,64.000000,85.000000,0,85,0,0,yes,1.000000
440,,70.000000,73.000000,0,73,0,0,yes,1.000000
439,,4977.000000,7415.000000,0,7415,0,0,yes,1.000000
438,,178.000000,181.000000,0,181,0,0,yes,1.000000
437,,1679.000000,2825.000000,0,2825,0,0,yes,1.000000
436,,1065.000000,1364.000000,0,1364,0,0,yes,1.000000
435,,4073.000000,5452.000000,0,5452,0,0,yes,1.000000
434,,82.000000,84.000000,0,84,0,0,yes,1.000000
433,,569.000000,580.000000,0,580,0,0,yes,1.000000
432,,44.000000,45.000000,0,45,0,0,yes,1.000000
431,,1441.000000,1442.000000,0,1442,0,0,yes,1.000000
430,,167.000000,169.000000,0,169,0,0,yes,1.000000
429,,1110.000000,1143.000000,0,1143,0,0,yes,1.000000
428,,117.000000,124.000000,0,124,0,0,yes,1.000000
427,,1177.000000,1192.000000,0,1192,0,0,yes,1.000000
426,,956.000000,1007.000000,0,1007,0,0,yes,1.000000
425,,558.000000,607.000000,0,607,0,0,yes,1.000000
424,,492.000000,500.000000,0,500,0,0,yes,1.000000
423,,2779.000000,4247.000000,0,4247,0,0,yes,1.000000
422,,2770.000000,4166.000000,0,4166,0,0,yes,1.000000
421,,5671.000000,7801.000000,0,7801,0,0,yes,1.000000
420,,10.000000,14.000000,0,14,0,0,yes,1.000000
419,,5383.000000,7057.000000,0,7057,0,0,yes,1.000000
418,,2991.000000,3688.000000,0,3688,0,0,yes,1.000000
417,,4792.000000,6739.000000,0,6739,0,0,yes,1.000000
416,,713.000000,975.000000,0,975,0,0,yes,1.000000
415,,607.000000,608.000000,0,608,0,0,yes,1.000000
414,,944.000000,1022.000000,0,1022,0,0,yes,1.000000
413,,5773.000000,5849.000000,0,5849,0,0,yes,1.000000
412,,315.000000,571.000000,0,571,0,0,yes,1.000000
411,,468.000000,473.000000,0,473,0,0,yes,1.000000
410,,120.000000,122.000000,0,122,0,0,yes,1.000000
409,,838.000000,840.000000,0,840,0,0,yes,1.000000
408,,2626.000000,2626.000000,0,2626,0,0,yes,1.000000
407,,39.000000,49.000000,0,49,0,0,yes,1.000000
406,,1849.000000,2200.000000,0,2200,0,0,yes,1.000000
405,,10.000000,10.000000,0,10,0,0,yes,1.000000
404,,874.000000,874.000000,0,874,0,0,yes,1.000000
403,,1864.000000,2433.000000,0,2433,0,0,yes,1.000000
402,,592.000000,593.000000,0,593,0,0,yes,1.000000
401,,368.000000,441.000000,0,441,0,0,yes,1.000000
400,,330.000000,383.000000,0,383,0,0,yes,1.000000
399,,54.000000,54.000000,0,54,0,0,yes,1.000000
398,,43.000000,43.000000,0,43,0,0,yes,1.000000
397,,224.000000,229.000000,0,229,0,0,yes,1.000000
396,,103.000000,162.000000,0,162,0,0,yes,1.000000
395,,87.000000,116.000000,0,116,0,0,yes,1.000000
394,,11.000000,11.000000,0,11,0,0,yes,1.000000
393,,5310.000000,7508.000000,0,7508,0,0,yes,1.000000
392,,272.000000,373.000000,0,373,0,0,yes,1.000000
391,,1662.000000,2806.000000,0,2806,0,0,yes,1.000000
390,,4610.000000,7074.000000,0,7074,0,0,yes,1.000000
389,,4361.000000,6573.000000,0,6573,0,0,yes,1.000000
388,,1547.000000,2315.000000,0,2315,0,0,yes,1.000000
387,,546.000000,546.000000,0,546,0,0,yes,1.000000
386,,37.000000,37.000000,0,37,0,0,yes,1.000000
385,,635.000000,639.000000,0,639,0,0,yes,1.000000
384,,1575.000000,1580.000000,0,1580,0,0,yes,1.000000
383,,98.000000,122.000000,0,122,0,0,yes,1.000000
382,,99.000000,114.000000,0,114,0,0,yes,1.000000
381,,703.000000,709.000000,0,709,0,0,yes,1.000000
380,,230.000000,238.000000,0,238,0,0,yes,1.000000
379,,3431.000000,4850.000000,0,4850,0,0,yes,1.000000
378,,1652.000000,2490.000000,0,2490,0,0,yes,1.000000
377,,345.000000,355.000000,0,355,0,0,yes,1.000000
376,,2070.000000,2373.000000,0,2373,0,0,yes,1.000000
375,,3147.000000,4006.000000,0,4006,0,0,yes,1.000000
374,,1984.000000,2564.000000,0,2564,0,0,yes,1.000000
373,,1954.000000,2353.000000,0,2353,0,0,yes,1.000000
372,,937.000000,1167.000000,0,1167,0,0,yes,1.000000
371,,1713.000000,1715.000000,0,1715,0,0,yes,1.000000
370,,723.000000,913.000000,0,913,0,0,yes,1.000000
369,,73.000000,93.000000,0,93,0,0,yes,1.000000
368,,1036.000000,1039.000000,0,1039,0,0,yes,1.000000
367,,624.000000,647.000000,0,647,0,0,yes,1.000000
366,,279.000000,279.000000,0,279,0,0,yes,1.000000
365,,1423.000000,1867.000000,0,1867,0,0,yes,1.000000
364,,5634.000000,7797.000000,0,7797,0,0,yes,1.000000
363,,4680.000000,7130.000000,0,7130,0,0,yes,1.000000
362,,10.000000,10.000000,0,10,0,0,yes,1.000000
361,,32.000000,36.000000,0,36,0,0,yes,1.000000
360,,951.000000,967.000000,0,967,0,0,yes,1.000000
359,,93.000000,94.000000,0,94,0,0,yes,1.000000
358,,124.000000,124.000000,0,124,0,0,yes,1.000000
357,,512.000000,572.000000,0,572,0,0,yes,1.000000
356,,212.000000,215.000000,0,215,0,0,yes,1.000000
355,,74.000000,84.000000,0,84,0,0,yes,1.000000
354,,88.000000,127.000000,0,127,0,0,yes,1.000000
353,,121.000000,138.000000,0,138,0,0,yes,1.000000
352,,15.000000,19.000000,0,19,0,0,yes,1.000000
351,,1012.000000,1012.000000,0,1012,0,0,yes,1.000000
350,,2767.000000,3832.000000,0,3832,0,0,yes,1.000000
349,,885.000000,1159.000000,0,1159,0,0,yes,1.000000
348,,1639.000000,2669.000000,0,2669,0,0,yes,1.000000
347,,50.000000,53.000000,0,53,0,0,yes,1.000000
346,,156.000000,171.000000,0,171,0,0,yes,1.000000
345,,80.000000,109.000000,0,109,0,0,yes,1.000000
344,,115.000000,116.000000,0,116,0,0,yes,1.000000
343,,11.000000,14.000000,0,14,0,0,yes,1.000000
342,,64.000000,65.000000,0,65,0,0,yes,1.000000
341,,785.000000,853.000000,0,853,0,0,yes,1.000000
340,,4950.000000,7301.000000,0,7301,0,0,yes,1.000000
339,,5119.000000,6849.000000,0,6849,0,0,yes,1.000000
338,,4947.000000,7267.000000,0,7267,0,0,yes,1.000000
337,,10.000000,10.000000,0,10,0,0,yes,1.000000
336,,3.000000,3.000000,0,3,0,0,yes,1.000000
335,,582.000000,589.000000,0,589,0,0,yes,1.000000
334,,302.000000,311.000000,0,311,0,0,yes,1.000000
333,,175.000000,184.000000,0,184,0,0,yes,1.000000
332,,504.000000,521.000000,0,521,0,0,yes,1.000000
331,,17.000000,17.000000,0,17,0,0,yes,1.000000
330,,17.000000,20.000000,0,20,0,0,yes,1.000000
329,,388.000000,398.000000,0,398,0,0,yes,1.000000
328,,10.000000,10.000000,0,10,0,0,yes,1.000000
327,,277.000000,277.000000,0,277,0,0,yes,1.000000
326,,10.000000,10.000000,0,10,0,0,yes,1.000000
325,,335.000000,344.000000,0,344,0,0,yes,1.000000
324,,4195.000000,6346.000000,0,6346,0,0,yes,1.000000
323,,1816.000000,2917.000000,0,2917,0,0,yes,1.000000
322,,378.000000,380.000000,0,380,0,0,yes,1.000000
321,,764.000000,856.000000,0,856,0,0,yes,1.000000
320,,37.000000,42.000000,0,42,0,0,yes,1.000000
319,,5130.000000,7469.000000,0,7469,0,0,yes,1.000000
318,,2647.000000,3219.000000,0,3219,0,0,yes,1.000000
317,,4474.000000,7678.000000,0,7678,0,0,yes,1.000000
316,,2335.000000,4095.000000,0,4095,0,0,yes,1.000000
315,,312.000000,328.000000,0,328,0,0,yes,1.000000
314,,848.000000,865.000000,0,865,0,0,yes,1.000000
313,,740.000000,740.000000,0,740,0,0,yes,1.000000
312,,458.000000,458.000000,0,458,0,0,yes,1.000000
311,,438.000000,457.000000,0,457,0,0,yes,1.000000
310,,285.000000,311.000000,0,311,0,0,yes,1.000000
309,,64.000000,69.000000,0,69,0,0,yes,1.000000
308,,460.000000,461.000000,0,461,0,0,yes,1.000000
307,,781.000000,812.000000,0,812,0,0,yes,1.000000
306,,535.000000,568.000000,0,568,0,0,yes,1.000000
305,,467.000000,506.000000,0,506,0,0,yes,1.000000
304,,2182.000000,2569.000000,0,2569,0,0,yes,1.000000
303,,215.000000,215.000000,0,215,0,0,yes,1.000000
302,,1314.000000,1725.000000,0,1725,0,0,yes,1.000000
301,,1195.000000,1420.000000,0,1420,0,0,yes,1.000000
300,,2271.000000,2271.000000,0,2271,0,0,yes,1.000000
299,,1778.000000,2824.000000,0,2824,0,0,yes,1.000000
298,,533.000000,533.000000,0,533,0,0,yes,1.000000
297,,3280.000000,3280.000000,0,3280,0,0,yes,1.000000
296,,2590.000000,2638.000000,0,2638,0,0,yes,1.000000
295,,2081.000000,2897.000000,0,2897,0,0,yes,1.000000
294,,548.000000,550.000000,0,550,0,0,yes,1.000000
293,,3509.000000,3534.000000,0,3534,0,0,yes,1.000000
292,,3082.000000,4561.000000,0,4561,0,0,yes,1.000000
291,,436.000000,479.000000,0,479,0,0,yes,1.000000
290,,4292.000000,7609.000000,0,7609,0,0,yes,1.000000
289,,5177.000000,7583.000000,0,7583,0,0,yes,1.000000
288,,1041.000000,1976.000000,0,1976,0,0,yes,1.000000
287,,4728.000000,7678.000000,0,7678,0,0,yes,1.000000
286,,5054.000000,7434.000000,0,7434,0,0,yes,1.000000
285,,209.000000,210.000000,0,210,0,0,yes,1.000000
284,,281.000000,282.000000,0,282,0,0,yes,1.000000
283,,4.000000,4.000000,0,4,0,0,yes,1.000000
282,,2172.000000,2238.000000,0,2238,0,0,yes,1.000000
281,,3670.000000,4624.000000,0,4624,0,0,yes,1.000000
280,,4020.000000,4543.000000,0,4543,0,0,yes,1.000000
279,,266.000000,320.000000,0,320,0,0,yes,1.000000
278,,185.000000,186.000000,0,186,0,0,yes,1.000000
277,,62.000000,67.000000,0,67,0,0,yes,1.000000
276,,2493.000000,2493.000000,0,2493,0,0,yes,1.000000
275,,5046.000000,6609.000000,0,6609,0,0,yes,1.000000
274,,4780.000000,6945.000000,0,6945,0,0,yes,1.000000
273,,559.000000,1008.000000,0,1008,0,0,yes,1.000000
272,,1296.000000,1435.000000,0,1435,0,0,yes,1.000000
271,,5119.000000,7802.000000,0,7802,0,0,yes,1.000000
270,,4832.000000,7699.000000,0,7699,0,0,yes,1.000000
269,,378.000000,653.000000,0,653,0,0,yes,1.000000
268,,7.000000,8.000000,0,8,0,0,yes,1.000000
267,,42.000000,44.000000,0,44,0,0,yes,1.000000
266,,4949.000000,7802.000000,0,7802,0,0,yes,1.000000
265,,794.000000,1300.000000,0,1300,0,0,yes,1.000000
264,,382.000000,458.000000,0,458,0,0,yes,1.000000
263,,2557.000000,3174.000000,0,3174,0,0,yes,1.000000
262,,339.000000,356.000000,0,356,0,0,yes,1.000000
261,,680.000000,704.000000,0,704,0,0,yes,1.000000
260,,1094.000000,1259.000000,0,1259,0,0,yes,1.000000
259,,989.000000,1054.000000,0,1054,0,0,yes,1.000000
258,,2792.000000,3220.000000,0,3220,0,0,yes,1.000000
257,,546.000000,936.000000,0,936,0,0,yes,1.000000
256,,596.000000,761.000000,0,761,0,0,yes,1.000000
255,,1600.000000,1643.000000,0,1643,0,0,yes,1.000000
254,,4719.000000,7709.000000,0,7709,0,0,yes,1.000000
253,,4582.000000,7802.000000,0,7802,0,0,yes,1.000000
252,,290.000000,483.000000,0,483,0,0,yes,1.000000
251,,2313.000000,3495.000000,0,3495,0,0,yes,1.000000
250,,4904.000000,7044.000000,0,7044,0,0,yes,1.000000
249,,5619.000000,5694.000000,0,5694,0,0,yes,1.000000
248,,2715.000000,3804.000000,0,3804,0,0,yes,1.000000
247,,765.000000,1303.000000,0,1303,0,0,yes,1.000000
246,,2180.000000,3329.000000,0,3329,0,0,yes,1.000000
245,,139.000000,156.000000,0,156,0,0,yes,1.000000
244,,5326.000000,7473.000000,0,7473,0,0,yes,1.000000
243,,1810.000000,2531.000000,0,2531,0,0,yes,1.000000
242,,4668.000000,6969.000000,0,6969,0,0,yes,1.000000
241,,19.000000,23.000000,0,23,0,0,yes,1.000000
240,,20.000000,21.000000,0,21,0,0,yes,1.000000
239,,71.000000,71.000000,0,71,0,0,yes,1.000000
238,,32.000000,32.000000,0,32,0,0,yes,1.000000
237,,208.000000,370.000000,0,370,0,0,yes,1.000000
236,,31.000000,32.000000,0,32,0,0,yes,1.000000
235,,10.000000,10.000000,0,10,0,0,yes,1.000000
234,,15.000000,15.000000,0,15,0,0,yes,1.000000
233,,64.000000,65.000000,0,65,0,0,yes,1.000000
232,,65.000000,67.000000,0,67,0,0,yes,1.000000
231,,153.000000,160.000000,0,160,0,0,yes,1.000000
230,,37.000000,38.000000,0,38,0,0,yes,1.000000
229,,138.000000,169.000000,0,169,0,0,yes,1.000000
228,,23.000000,23.000000,0,23,0,0,yes,1.000000
227,,3854.000000,5676.000000,0,5676,0,0,yes,1.000000
226,,2434.000000,4082.000000,0,4082,0,0,yes,1.000000
225,,440.000000,474.000000,0,474,0,0,yes,1.000000
224,,54.000000,61.000000,0,61,0,0,yes,1.000000
223,,1526.000000,2277.000000,0,2277,0,0,yes,1.000000
222,,3076.000000,4329.000000,0,4329,0,0,yes,1.000000
221,,93.000000,105.000000,0,105,0,0,yes,1.000000
220,,2321.000000,3474.000000,0,3474,0,0,yes,1.000000
219,,19.000000,22.000000,0,22,0,0,yes,1.000000
218,,3671.000000,5711.000000,0,5711,0,0,yes,1.000000
217,,74.000000,80.000000,0,80,0,0,yes,1.000000
216,,506.000000,592.000000,0,592,0,0,yes,1.000000
215,,679.000000,1130.000000,0,1130,0,0,yes,1.000000
214,,98.000000,102.000000,0,102,0,0,yes,1.000000
213,,608.000000,644.000000,0,644,0,0,yes,1.000000
212,,1040.000000,1370.000000,0,1370,0,0,yes,1.000000
211,,696.000000,837.000000,0,837,0,0,yes,1.000000
210,,2601.000000,3707.000000,0,3707,0,0,yes,1.000000
209,,4814.000000,5640.000000,0,5640,0,0,yes,1.000000
208,,956.000000,1392.000000,0,1392,0,0,yes,1.000000
207,,1738.000000,2265.000000,0,2265,0,0,yes,1.000000
206,,5259.000000,7664.000000,0,7664,0,0,yes,1.000000
205,,1793.000000,1796.000000,0,1796,0,0,yes,1.000000
204,,1951.000000,3380.000000,0,3380,0,0,yes,1.000000
203,,983.000000,1429.000000,0,1429,0,0,yes,1.000000
202,,2186.000000,3715.000000,0,3715,0,0,yes,1.000000
201,,4809.000000,7802.000000,0,7802,0,0,yes,1.000000
200,,381.000000,407.000000,0,407,0,0,yes,1.000000
199,,1561.000000,1819.000000,0,1819,0,0,yes,1.000000
198,,5181.000000,7199.000000,0,7199,0,0,yes,1.000000
197,,9.000000,9.000000,0,9,0,0,yes,1.000000
196,,21.000000,26.000000,0,26,0,0,yes,1.000000
195,,29.000000,31.000000,0,31,0,0,yes,1.000000
194,,10.000000,10.000000,0,10,0,0,yes,1.000000
193,,1855.000000,3211.000000,0,3211,0,0,yes,1.000000
192,,4465.000000,6734.000000,0,6734,0,0,yes,1.000000
191,,4426.000000,5913.000000,0,5913,0,0,yes,1.000000
190,,4658.000000,7623.000000,0,7623,0,0,yes,1.000000
189,,1677.000000,1803.000000,0,1803,0,0,yes,1.000000
188,,10.000000,10.000000,0,10,0,0,yes,1.000000
187,,64.000000,65.000000,0,65,0,0,yes,1.000000
186,,21.000000,24.000000,0,24,0,0,yes,1.000000
185,,2.000000,2.000000,0,2,0,0,yes,1.000000
184,,181.000000,198.000000,0,198,0,0,yes,1.000000
183,,4124.000000,6818.000000,0,6818,0,0,yes,1.000000
182,,1226.000000,1912.000000,0,1912,0,0,yes,1.000000
181,,920.000000,1107.000000,0,1107,0,0,yes,1.000000
180,,190.000000,245.000000,0,245,0,0,yes,1.000000
179,,713.000000,721.000000,0,721,0,0,yes,1.000000
178,,25.000000,30.000000,0,30,0,0,yes,1.000000
177,,789.000000,816.000000,0,816,0,0,yes,1.000000
176,,56.000000,81.000000,0,81,0,0,yes,1.000000
175,,11.000000,12.000000,0,12,0,0,yes,1.000000
174,,401.000000,423.000000,0,423,0,0,yes,1.000000
173,,355.000000,361.000000,0,361,0,0,yes,1.000000
172,,297.000000,301.000000,0,301,0,0,yes,1.000000
171,,2040.000000,2854.000000,0,2854,0,0,yes,1.000000
170,,605.000000,953.000000,0,953,0,0,yes,1.000000
169,,85.000000,88.000000,0,88,0,0,yes,1.000000
168,,4050.000000,4452.000000,0,4452,0,0,yes,1.000000
167,,175.000000,202.000000,0,202,0,0,yes,1.000000
166,,1283.000000,1504.000000,0,1504,0,0,yes,1.000000
165,,5386.000000,7797.000000,0,7797,0,0,yes,1.000000
164,,4281.000000,5765.000000,0,5765,0,0,yes,1.000000
163,,1179.000000,1710.000000,0,1710,0,0,yes,1.000000
162,,1895.000000,2408.000000,0,2408,0,0,yes,1.000000
161,,4741.000000,7736.000000,0,7736,0,0,yes,1.000000
160,,602.000000,657.000000,0,657,0,0,yes,1.000000
159,,90.000000,111.000000,0,111,0,0,yes,1.000000
158,,2035.000000,2570.000000,0,2570,0,0,yes,1.000000
157,,1613.000000,2690.000000,0,2690,0,0,yes,1.000000
156,,1708.000000,2465.000000,0,2465,0,0,yes,1.000000
155,,262.000000,436.000000,0,436,0,0,yes,1.000000
154,,4778.000000,7761.000000,0,7761,0,0,yes,1.000000
153,,1103.000000,1679.000000,0,1679,0,0,yes,1.000000
152,,4367.000000,6469.000000,0,6469,0,0,yes,1.000000
151,,3749.000000,5577.000000,0,5577,0,0,yes,1.000000
150,,2073.000000,3821.000000,0,3821,0,0,yes,1.000000
149,,1707.000000,1708.000000,0,1708,0,0,yes,1.000000
148,,34.000000,34.000000,0,34,0,0,yes,1.000000
147,,4281.000000,6064.000000,0,6064,0,0,yes,1.000000
146,,781.000000,781.000000,0,781,0,0,yes,1.000000
145,,876.000000,921.000000,0,921,0,0,yes,1.000000
144,,1592.000000,2205.000000,0,2205,0,0,yes,1.000000
143,,153.000000,165.000000,0,165,0,0,yes,1.000000
142,,620.000000,633.000000,0,633,0,0,yes,1.000000
141,,2123.000000,2722.000000,0,2722,0,0,yes,1.000000
140,,4763.000000,7114.000000,0,7114,0,0,yes,1.000000
139,,3498.000000,5092.000000,0,5092,0,0,yes,1.000000
138,,2856.000000,2856.000000,0,2856,0,0,yes,1.000000
137,,4850.000000,7622.000000,0,7622,0,0,yes,1.000000
136,,51.000000,60.000000,0,60,0,0,yes,1.000000
135,,4435.000000,7802.000000,0,7802,0,0,yes,1.000000
134,,1073.000000,1546.000000,0,1546,0,0,yes,1.000000
133,,5214.000000,7660.000000,0,7660,0,0,yes,1.000000
132,,4414.000000,6981.000000,0,6981,0,0,yes,1.000000
131,,69.000000,79.000000,0,79,0,0,yes,1.000000
130,,731.000000,882.000000,0,882,0,0,yes,1.000000
129,,142.000000,164.000000,0,164,0,0,yes,1.000000
128,,30.000000,35.000000,0,35,0,0,yes,1.000000
127,,1280.000000,1350.000000,0,1350,0,0,yes,1.000000
126,,2452.000000,3850.000000,0,3850,0,0,yes,1.000000
125,,402.000000,490.000000,0,490,0,0,yes,1.000000
124,,4691.000000,7022.000000,0,7022,0,0,yes,1.000000
123,,5312.000000,7707.000000,0,7707,0,0,yes,1.000000
122,,4834.000000,6442.000000,0,6442,0,0,yes,1.000000
121,,3063.000000,3518.000000,0,3518,0,0,yes,1.000000
120,,1387.000000,2171.000000,0,2171,0,0,yes,1.000000
119,,151.000000,163.000000,0,163,0,0,yes,1.000000
118,,265.000000,310.000000,0,310,0,0,yes,1.000000
117,,89.000000,92.000000,0,92,0,0,yes,1.000000
116,,4303.000000,4825.000000,0,4825,0,0,yes,1.000000
115,,2311.000000,3220.000000,0,3220,0,0,yes,1.000000
114,,1940.000000,1944.000000,0,1944,0,0,yes,1.000000
113,,2474.000000,3140.000000,0,3140,0,0,yes,1.000000
112,,48.000000,48.000000,0,48,0,0,yes,1.000000
111,,372.000000,402.000000,0,402,0,0,yes,1.000000
110,,1339.000000,1339.000000,0,1339,0,0,yes,1.000000
109,,2363.000000,2605.000000,0,2605,0,0,yes,1.000000
108,,5060.000000,6976.000000,0,6976,0,0,yes,1.000000
107,,3921.000000,5550.000000,0,5550,0,0,yes,1.000000
106,,5290.000000,7741.000000,0,7741,0,0,yes,1.000000
105,,56.000000,56.000000,0,56,0,0,yes,1.000000
104,,12.000000,13.000000,0,13,0,0,yes,1.000000
103,,10.000000,10.000000,0,10,0,0,yes,1.000000
102,,110.000000,112.000000,0,112,0,0,yes,1.000000
101,,10.000000,10.000000,0,10,0,0,yes,1.000000
100,,1149.000000,1217.000000,0,1217,0,0,yes,1.000000
99,,2676.000000,4042.000000,0,4042,0,0,yes,1.000000
98,,861.000000,958.000000,0,958,0,0,yes,1.000000
97,,4.000000,4.000000,0,4,0,0,yes,1.000000
96,,170.000000,184.000000,0,184,0,0,yes,1.000000
95,,5678.000000,7711.000000,0,7711,0,0,yes,1.000000
94,,409.000000,434.000000,0,434,0,0,yes,1.000000
93,,438.000000,518.000000,0,518,0,0,yes,1.000000
92,,171.000000,176.000000,0,176,0,0,yes,1.000000
91,,2.000000,2.000000,0,2,0,0,yes,1.000000
90,,1583.000000,1583.000000,0,1583,0,0,yes,1.000000
89,,2412.000000,3025.000000,0,3025,0,0,yes,1.000000
88,,5408.000000,7758.000000,0,7758,0,0,yes,1.000000
87,,1382.000000,1985.000000,0,1985,0,0,yes,1.000000
86,,355.000000,362.000000,0,362,0,0,yes,1.000000
85,,275.000000,284.000000,0,284,0,0,yes,1.000000
84,,485.000000,528.000000,0,528,0,0,yes,1.000000
83,,988.000000,988.000000,0,988,0,0,yes,1.000000
82,,3.000000,3.000000,0,3,0,0,yes,1.000000
81,,2955.000000,4932.000000,0,4932,0,0,yes,1.000000
80,,3120.000000,4810.000000,0,4810,0,0,yes,1.000000
79,,2383.000000,2474.000000,0,2474,0,0,yes,1.000000
78,,250.000000,250.000000,0,250,0,0,yes,1.000000
77,,221.000000,221.000000,0,221,0,0,yes,1.000000
76,,154.000000,154.000000,0,154,0,0,yes,1.000000
75,,126.000000,139.000000,0,139,0,0,yes,1.000000
74,,1468.000000,1474.000000,0,1474,0,0,yes,1.000000
73,,1285.000000,1346.000000,0,1346,0,0,yes,1.000000
72,,33.000000,41.000000,0,41,0,0,yes,1.000000
71,,237.000000,237.000000,0,237,0,0,yes,1.000000
70,,2919.000000,4673.000000,0,4673,0,0,yes,1.000000
69,,3981.000000,4286.000000,0,4286,0,0,yes,1.000000
68,,192.000000,197.000000,0,197,0,0,yes,1.000000
67,,935.000000,1646.000000,0,1646,0,0,yes,1.000000
66,,533.000000,830.000000,0,830,0,0,yes,1.000000
65,,73.000000,90.000000,0,90,0,0,yes,1.000000
64,,687.000000,703.000000,0,703,0,0,yes,1.000000
63,,274.000000,294.000000,0,294,0,0,yes,1.000000
62,,5078.000000,7723.000000,0,7723,0,0,yes,1.000000
61,,3869.000000,5934.000000,0,5934,0,0,yes,1.000000
60,,671.000000,1104.000000,0,1104,0,0,yes,1.000000
59,,2146.000000,2593.000000,0,2593,0,0,yes,1.000000
58,,1320.000000,2245.000000,0,2245,0,0,yes,1.000000
57,,134.000000,139.000000,0,139,0,0,yes,1.000000
56,,1610.000000,1633.000000,0,1633,0,0,yes,1.000000
55,,1369.000000,1416.000000,0,1416,0,0,yes,1.000000
54,,1272.000000,1943.000000,0,1943,0,0,yes,1.000000
53,,1317.000000,1317.000000,0,1317,0,0,yes,1.000000
52,,47.000000,47.000000,0,47,0,0,yes,1.000000
51,,949.000000,949.000000,0,949,0,0,yes,1.000000
50,,125.000000,126.000000,0,126,0,0,yes,1.000000
49,,25.000000,32.000000,0,32,0,0,yes,1.000000
48,,160.000000,169.000000,0,169,0,0,yes,1.000000
47,,10.000000,11.000000,0,11,0,0,yes,1.000000
46,,144.000000,145.000000,0,145,0,0,yes,1.000000
45,,494.000000,497.000000,0,497,0,0,yes,1.000000
44,,100.000000,108.000000,0,108,0,0,yes,1.000000
