"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
458,,103.000000,108.000000,0,108,0,0,yes,1.000000
457,,699.000000,708.000000,0,708,0,0,yes,1.000000
456,,192.000000,201.000000,0,201,0,0,yes,1.000000
455,,2068.000000,3379.000000,0,3379,0,0,yes,1.000000
454,,318.000000,337.000000,0,337,0,0,yes,1.000000
453,,1823.000000,3035.000000,0,3035,0,0,yes,1.000000
452,,885.000000,961.000000,0,961,0,0,yes,1.000000
451,,4033.000000,6021.000000,0,6021,0,0,yes,1.000000
450,,4720.000000,6529.000000,0,6529,0,0,yes,1.000000
449,,11.000000,12.000000,0,12,0,0,yes,1.000000
448,,415.000000,417.000000,0,417,0,0,yes,1.000000
447,,29.000000,32.000000,0,32,0,0,yes,1.000000
446,,10.000000,12.000000,0,12,0,0,yes,1.000000
445,,6.000000,6.000000,0,6,0,0,yes,1.000000
444,,703.000000,708.000000,0,708,0,0,yes,1.000000
443,,68.000000,73.000000,0,73,0,0,yes,1.000000
442,,10.000000,10.000000,0,10,0,0,yes,1.000000
441,,64.000000,78.000000,0,78,0,0,yes,1.000000
440,,70.000000,73.000000,0,73,0,0,yes,1.000000
439,,4977.000000,7384.000000,0,7384,0,0,yes,1.000000
438,,178.000000,178.000000,0,178,0,0,yes,1.000000
437,,1679.000000,2861.000000,0,2861,0,0,yes,1.000000
436,,1065.000000,1394.000000,0,1394,0,0,yes,1.000000
435,,4073.000000,5420.000000,0,5420,0,0,yes,1.000000
434,,82.000000,88.000000,0,88,0,0,yes,1.000000
433,,569.000000,575.000000,0,575,0,0,yes,1.000000
432,,44.000000,45.000000,0,45,0,0,yes,1.000000
431,,1441.000000,1446.000000,0,1446,0,0,yes,1.000000
430,,167.000000,170.000000,0,170,0,0,yes,1.000000
429,,1110.000000,1119.000000,0,1119,0,0,yes,1.000000
428,,117.000000,119.000000,0,119,0,0,yes,1.000000
427,,1177.000000,1184.000000,0,1184,0,0,yes,1.000000
426,,956.000000,1000.000000,0,1000,0,0,yes,1.000000
425,,558.000000,584.000000,0,584,0,0,yes,1.000000
424,,492.000000,516.000000,0,516,0,0,yes,1.000000
423,,2779.000000,4193.000000,0,4193,0,0,yes,1.000000
422,,2770.000000,4144.000000,0,4144,0,0,yes,1.000000
421,,5671.000000,7773.000000,0,7773,0,0,yes,1.000000
420,,10.000000,10.000000,0,10,0,0,yes,1.000000
419,,5383.000000,7043.000000,0,7043,0,0,yes,1.000000
418,,2991.000000,3665.000000,0,3665,0,0,yes,1.000000
417,,4792.000000,6749.000000,0,6749,0,0,yes,1.000000
416,,713.000000,978.000000,0,978,0,0,yes,1.000000
415,,607.000000,608.000000,0,608,0,0,yes,1.000000
414,,944.000000,1026.000000,0,1026,0,0,yes,1.000000
413,,5773.000000,5837.000000,0,5837,0,0,yes,1.000000
412,,315.000000,599.000000,0,599,0,0,yes,1.000000
411,,468.000000,469.000000,0,469,0,0,yes,1.000000
410,,120.000000,122.000000,0,122,0,0,yes,1.000000
409,,838.000000,839.000000,0,839,0,0,yes,1.000000
408,,2626.000000,2626.000000,0,2626,0,0,yes,1.000000
407,,39.000000,45.000000,0,45,0,0,yes,1.000000
406,,1849.000000,2182.000000,0,2182,0,0,yes,1.000000
405,,10.000000,11.000000,0,11,0,0,yes,1.000000
404,,874.000000,874.000000,0,874,0,0,yes,1.000000
403,,1864.000000,2418.000000,0,2418,0,0,yes,1.000000
402,,592.000000,592.000000,0,592,0,0,yes,1.000000
401,,368.000000,439.000000,0,439,0,0,yes,1.000000
400,,330.000000,368.000000,0,368,0,0,yes,1.000000
399,,54.000000,54.000000,0,54,0,0,yes,1.000000
398,,43.000000,47.000000,0,47,0,0,yes,1.000000
397,,224.000000,235.000000,0,235,0,0,yes,1.000000
396,,103.000000,154.000000,0,154,0,0,yes,1.000000
395,,87.000000,104.000000,0,104,0,0,yes,1.000000
394,,11.000000,12.000000,0,12,0,0,yes,1.000000
393,,5310.000000,7485.000000,0,7485,0,0,yes,1.000000
392,,272.000000,344.000000,0,344,0,0,yes,1.000000
391,,1662.000000,2832.000000,0,2832,0,0,yes,1.000000
390,,4610.000000,7061.000000,0,7061,0,0,yes,1.000000
389,,4361.000000,6524.000000,0,6524,0,0,yes,1.000000
388,,1547.000000,2351.000000,0,2351,0,0,yes,1.000000
387,,546.000000,546.000000,0,546,0,0,yes,1.000000
386,,37.000000,37.000000,0,37,0,0,yes,1.000000
385,,635.000000,644.000000,0,644,0,0,yes,1.000000
384,,1575.000000,1575.000000,0,1575,0,0,yes,1.000000
383,,98.000000,106.000000,0,106,0,0,yes,1.000000
382,,99.000000,106.000000,0,106,0,0,yes,1.000000
381,,703.000000,705.000000,0,705,0,0,yes,1.000000
380,,230.000000,241.000000,0,241,0,0,yes,1.000000
379,,3431.000000,4845.000000,0,4845,0,0,yes,1.000000
378,,1652.000000,2506.000000,0,2506,0,0,yes,1.000000
377,,345.000000,355.000000,0,355,0,0,yes,1.000000
376,,2070.000000,2356.000000,0,2356,0,0,yes,1.000000
375,,3147.000000,4018.000000,0,4018,0,0,yes,1.000000
374,,1984.000000,2562.000000,0,2562,0,0,yes,1.000000
373,,1954.000000,2341.000000,0,2341,0,0,yes,1.000000
372,,937.000000,1166.000000,0,1166,0,0,yes,1.000000
371,,1713.000000,1713.000000,0,1713,0,0,yes,1.000000
370,,723.000000,925.000000,0,925,0,0,yes,1.000000
369,,73.000000,80.000000,0,80,0,0,yes,1.000000
368,,1036.000000,1039.000000,0,1039,0,0,yes,1.000000
367,,624.000000,658.000000,0,658,0,0,yes,1.000000
366,,279.000000,279.000000,0,279,0,0,yes,1.000000
365,,1423.000000,1893.000000,0,1893,0,0,yes,1.000000
364,,5634.000000,7768.000000,0,7768,0,0,yes,1.000000
363,,4680.000000,7124.000000,0,7124,0,0,yes,1.000000
362,,10.000000,10.000000,0,10,0,0,yes,1.000000
361,,32.000000,34.000000,0,34,0,0,yes,1.000000
360,,951.000000,954.000000,0,954,0,0,yes,1.000000
359,,93.000000,104.000000,0,104,0,0,yes,1.000000
358,,124.000000,124.000000,0,124,0,0,yes,1.000000
357,,512.000000,569.000000,0,569,0,0,yes,1.000000
356,,212.000000,215.000000,0,215,0,0,yes,1.000000
355,,74.000000,88.000000,0,88,0,0,yes,1.000000
354,,88.000000,126.000000,0,126,0,0,yes,1.000000
353,,121.000000,131.000000,0,131,0,0,yes,1.000000
352,,15.000000,21.000000,0,21,0,0,yes,1.000000
351,,1012.000000,1014.000000,0,1014,0,0,yes,1.000000
